AAAAMMJJHH,type
2017-08-05 08:42:49,S
2017-08-05 08:56:44,S
2017-08-05 12:14:44,S
2017-08-05 20:21:40,S
2017-08-07 01:58:18,R
2017-08-07 08:12:22,S
2017-08-07 16:41:22,S
2017-08-07 19:43:46,S
2017-08-08 04:35:41,R
2017-08-08 20:44:10,S
2017-08-08 23:37:05,S
2017-08-09 01:03:25,S
2017-08-09 14:38:07,S
2017-08-09 14:47:31,S
2017-08-10 06:26:09,S
2017-08-10 22:36:22,S
2017-08-11 05:39:04,S
2017-08-11 21:22:56,S
2017-08-13 00:38:06,S
2017-08-14 15:57:31,S
2017-08-14 16:18:13,S
2017-08-16 10:39:50,S
2017-08-16 10:43:13,S
2017-08-17 09:02:07,S
2017-08-18 06:33:37,S
2017-08-18 17:19:35,S
2017-08-18 20:09:47,S
2017-08-19 05:09:58,S
2017-08-21 00:17:12,S
2017-08-21 00:57:33,S
2017-08-23 01:31:16,S
2017-08-23 23:41:17,R
2017-08-24 05:56:10,S
2017-08-24 07:50:00,S
2017-08-24 21:47:41,S
2017-08-26 20:50:24,S
2017-08-27 08:01:07,S
2017-08-28 03:48:12,S
2017-08-28 09:38:02,S
2017-08-29 08:56:48,S
2017-08-29 20:27:45,S
2017-08-30 11:07:39,S
2017-08-31 08:39:09,S
2017-08-31 08:45:13,S
2017-08-31 10:14:04,S
2017-08-31 10:28:40,S
2017-08-31 18:31:30,S
2017-09-01 03:44:23,S
2017-09-01 16:52:51,S
2017-09-02 04:29:45,S
2017-09-02 05:10:14,S
2017-09-02 12:09:23,S
2017-09-03 09:16:43,S
2017-09-03 13:49:53,S
2017-09-04 02:37:20,S
2017-09-05 04:34:28,S
2017-09-05 09:19:40,S
2017-09-05 14:30:11,S
2017-09-06 01:37:00,S
2017-09-06 01:43:06,S
2017-09-06 03:26:26,S
2017-09-06 04:09:18,S
2017-09-06 12:23:40,R
2017-09-06 17:40:24,S
2017-09-07 04:25:13,S
2017-09-07 09:09:47,S
2017-09-07 12:20:07,S
2017-09-07 12:22:03,S
2017-09-07 20:39:02,S
2017-09-07 20:58:03,S
2017-09-07 21:54:52,S
2017-09-08 02:19:24,S
2017-09-08 05:01:54,S
2017-09-08 07:29:44,S
2017-09-08 18:12:35,R
2017-09-08 18:31:00,S
2017-09-09 02:04:05,S
2017-09-09 21:20:51,S
2017-09-09 21:32:53,S
2017-09-09 22:06:39,S
2017-09-10 03:01:48,S
2017-09-10 18:01:41,R
2017-09-10 22:19:35,S
2017-09-11 05:42:48,S
2017-09-11 20:25:18,S
2017-09-12 02:41:36,S
2017-09-12 09:14:50,S
2017-09-12 10:12:43,S
2017-09-12 13:31:20,S
2017-09-13 02:40:11,S
2017-09-13 09:10:59,S
2017-09-13 09:14:50,S
2017-09-14 00:02:54,S
2017-09-14 01:34:08,S
2017-09-14 02:49:35,S
2017-09-14 13:09:27,S
2017-09-14 16:18:22,S
2017-09-14 19:17:14,S
2017-09-14 19:33:40,S
2017-09-15 00:43:35,S
2017-09-15 10:34:32,S
2017-09-15 13:29:59,S
2017-09-15 22:04:29,S
2017-09-16 06:50:02,S
2017-09-16 10:29:20,S
2017-09-17 01:09:38,S
2017-09-17 01:30:25,S
2017-09-17 01:31:15,S
2017-09-17 05:56:59,S
2017-09-17 08:54:49,S
2017-09-17 16:36:05,R
2017-09-17 21:09:26,S
2017-09-18 13:21:38,S
2017-09-18 14:08:01,S
2017-09-19 09:11:35,S
2017-09-19 10:01:12,S
2017-09-19 10:54:25,S
2017-09-21 09:28:51,S
2017-09-22 08:52:58,S
2017-09-24 09:56:08,S
2017-09-25 05:11:22,S
2017-09-26 06:53:23,S
2017-09-26 09:49:23,S
2017-09-27 08:03:42,S
2017-09-28 01:46:24,S
2017-09-28 06:39:49,S
2017-09-28 08:43:17,S
2017-09-28 09:02:37,S
2017-09-28 10:49:34,S
2017-09-28 12:08:36,S
2017-09-28 21:23:17,S
2017-09-29 03:09:33,S
2017-09-29 15:27:20,R
2017-09-30 21:23:01,S
2017-10-01 22:27:36,S
2017-10-03 09:05:58,S
2017-10-03 09:10:40,S
2017-10-04 03:01:24,S
2017-10-04 07:23:52,S
2017-10-04 09:35:08,S
2017-10-04 16:01:14,S
2017-10-05 09:01:16,S
2017-10-06 01:31:11,S
2017-10-06 08:15:45,S
2017-10-06 14:58:04,R
2017-10-07 21:23:03,S
2017-10-08 01:51:12,S
2017-10-08 06:34:48,S
2017-10-08 10:23:51,S
2017-10-09 08:30:41,S
2017-10-10 09:37:57,S
2017-10-11 02:23:52,S
2017-10-11 07:02:52,S
2017-10-12 09:07:34,S
2017-10-12 09:13:51,S
2017-10-13 02:44:59,S
2017-10-13 10:15:43,S
2017-10-13 16:45:40,S
2017-10-13 17:05:25,S
2017-10-14 00:21:50,S
2017-10-14 01:02:29,S
2017-10-14 13:01:25,S
2017-10-16 17:44:53,S
2017-10-16 20:57:03,S
2017-10-17 05:32:50,S
2017-10-17 06:08:14,S
2017-10-17 07:09:23,S
2017-10-17 09:21:38,S
2017-10-17 11:35:21,S
2017-10-17 11:48:55,S
2017-10-17 11:51:27,S
2017-10-17 11:56:45,S
2017-10-17 14:04:44,S
2017-10-17 23:51:01,S
2017-10-18 05:22:43,S
2017-10-18 05:26:30,S
2017-10-18 07:55:49,S
2017-10-18 09:37:57,S
2017-10-18 09:49:02,S
2017-10-18 09:51:43,S
2017-10-18 09:56:49,S
2017-10-18 10:00:09,S
2017-10-18 12:30:32,S
2017-10-18 14:00:16,S
2017-10-18 15:06:50,S
2017-10-18 15:22:59,S
2017-10-18 19:23:13,S
2017-10-18 22:37:05,S
2017-10-19 02:18:37,S
2017-10-19 06:42:44,S
2017-10-19 12:33:53,S
2017-10-19 14:28:02,S
2017-10-19 19:43:46,S
2017-10-19 22:32:57,S
2017-10-20 01:58:07,S
2017-10-20 02:31:20,S
2017-10-20 04:18:37,S
2017-10-20 04:52:15,S
2017-10-20 08:40:17,S
2017-10-20 09:34:34,S
2017-10-20 13:59:05,S
2017-10-20 14:15:29,S
2017-10-21 15:33:38,R
2017-10-21 20:00:46,S
2017-10-21 20:43:56,S
2017-10-21 23:15:50,S
2017-10-22 10:24:29,S
2017-10-22 13:00:34,S
2017-10-22 20:35:06,S
2017-10-23 00:10:07,S
2017-10-23 00:32:50,S
2017-10-23 07:18:54,S
2017-10-23 08:06:13,S
2017-10-23 08:56:37,S
2017-10-23 11:15:45,S
2017-10-23 16:06:41,S
2017-10-23 19:01:42,S
2017-10-24 14:06:01,S
2017-10-24 17:45:10,S
2017-10-24 18:57:48,S
2017-10-24 19:13:28,S
2017-10-24 20:47:19,S
2017-10-25 00:43:54,S
2017-10-25 01:09:18,S
2017-10-25 03:41:25,R
2017-10-25 03:44:33,S
2017-10-25 03:46:16,S
2017-10-25 04:00:51,S
2017-10-25 04:07:39,S
2017-10-25 04:12:22,S
2017-10-25 04:12:53,S
2017-10-25 04:14:57,S
2017-10-25 05:08:03,S
2017-10-25 06:00:09,S
2017-10-25 08:13:32,S
2017-10-25 11:00:13,R
2017-10-25 11:28:49,S
2017-10-25 12:28:59,S
2017-10-25 13:51:05,S
2017-10-25 13:54:28,S
2017-10-25 21:01:54,S
2017-10-25 22:48:05,S
2017-10-25 22:52:07,S
2017-10-25 23:50:19,S
2017-10-26 01:58:33,S
2017-10-26 03:20:16,S
2017-10-26 05:21:17,S
2017-10-26 05:22:01,S
2017-10-26 05:43:24,S
2017-10-26 05:54:43,S
2017-10-26 07:25:15,S
2017-10-26 09:34:05,S
2017-10-26 09:42:11,S
2017-10-26 10:53:24,S
2017-10-26 13:02:53,S
2017-10-26 14:01:23,S
2017-10-26 14:04:18,S
2017-10-26 14:05:09,S
2017-10-26 14:36:23,S
2017-10-26 14:46:14,S
2017-10-26 15:01:58,S
2017-10-26 15:22:40,S
2017-10-26 21:27:37,S
2017-10-26 21:48:50,S
2017-10-27 01:09:59,S
2017-10-27 01:19:39,S
2017-10-27 03:16:20,S
2017-10-27 03:21:36,S
2017-10-27 03:40:00,S
2017-10-27 03:48:43,S
2017-10-27 04:39:32,S
2017-10-27 04:40:22,S
2017-10-27 04:42:29,S
2017-10-27 04:46:45,S
2017-10-27 06:53:44,S
2017-10-27 08:09:46,S
2017-10-27 09:04:06,S
2017-10-27 10:17:23,S
2017-10-27 12:01:29,S
2017-10-27 13:26:38,S
2017-10-27 15:02:28,S
2017-10-27 16:26:55,R
2017-10-27 18:13:12,S
2017-10-27 19:20:54,S
2017-10-27 19:50:44,S
2017-10-27 21:38:40,S
2017-10-28 06:57:48,S
2017-10-28 08:36:39,S
2017-10-28 09:01:44,S
2017-10-28 09:45:02,S
2017-10-28 19:07:23,S
2017-10-28 20:01:54,S
2017-10-28 20:25:21,S
2017-10-28 22:51:42,S
2017-10-29 08:17:13,S
2017-10-29 11:11:00,S
2017-10-29 15:47:25,S
2017-10-29 23:05:49,S
2017-10-29 23:07:30,S
2017-10-30 02:44:47,S
2017-10-30 06:25:23,S
2017-10-30 10:20:36,S
2017-10-30 10:46:52,S
2017-10-30 12:25:41,S
2017-10-30 15:10:37,S
2017-10-30 16:09:57,S
2017-10-30 18:26:06,S
2017-10-31 05:00:02,S
2017-10-31 08:41:28,S
2017-10-31 09:07:43,S
2017-10-31 10:58:03,S
2017-10-31 14:15:53,S
2017-10-31 14:28:43,S
2017-10-31 19:28:09,S
2017-10-31 20:42:21,S
2017-10-31 21:59:35,S
2017-10-31 23:45:14,S
2017-11-01 03:19:06,S
2017-11-01 12:04:41,S
2017-11-01 12:21:58,S
2017-11-01 12:57:44,S
2017-11-01 16:24:28,S
2017-11-01 16:26:22,S
2017-11-01 16:51:29,S
2017-11-01 19:13:04,S
2017-11-01 22:07:32,S
2017-11-01 22:08:35,R
2017-11-01 23:14:25,S
2017-11-02 03:13:10,S
2017-11-02 06:36:51,S
2017-11-02 08:44:20,S
2017-11-02 10:08:16,R
2017-11-02 13:59:31,S
2017-11-02 14:00:04,S
2017-11-02 14:09:39,S
2017-11-02 14:18:43,S
2017-11-02 14:40:50,R
2017-11-02 15:21:53,S
2017-11-02 15:27:47,S
2017-11-02 17:09:04,S
2017-11-02 18:48:35,S
2017-11-02 20:03:55,S
2017-11-03 00:20:52,S
2017-11-03 04:47:25,S
2017-11-03 09:00:00,S
2017-11-03 09:20:53,S
2017-11-03 12:15:56,S
2017-11-03 18:05:01,S
2017-11-03 18:16:49,S
2017-11-04 00:13:05,S
2017-11-04 02:48:17,S
2017-11-04 17:49:54,S
2017-11-04 18:24:57,S
2017-11-04 22:09:22,S
2017-11-04 23:46:24,S
2017-11-04 23:52:54,S
2017-11-05 04:57:18,R
2017-11-05 07:37:06,S
2017-11-05 09:08:41,S
2017-11-05 09:55:27,S
2017-11-05 13:34:34,R
2017-11-05 16:43:41,S
2017-11-05 17:56:33,S
2017-11-05 18:00:46,S
2017-11-06 02:32:43,S
2017-11-06 04:56:54,R
2017-11-06 07:05:24,S
2017-11-06 08:11:16,S
2017-11-06 10:14:44,S
2017-11-06 13:11:20,S
2017-11-07 02:44:50,S
2017-11-07 05:47:46,S
2017-11-07 10:37:44,S
2017-11-07 12:04:06,R
2017-11-07 19:19:02,S
2017-11-07 21:48:23,S
2017-11-08 03:43:55,S
2017-11-08 14:31:59,S
2017-11-08 15:58:29,S
2017-11-08 16:20:30,S
2017-11-09 10:18:12,S
2017-11-09 11:52:33,R
2017-11-09 14:58:01,S
2017-11-09 19:21:57,S
2017-11-10 08:30:39,S
2017-11-10 09:03:44,S
2017-11-10 10:57:34,R
2017-11-10 11:06:10,R
2017-11-10 15:37:14,R
2017-11-10 16:42:34,S
2017-11-10 20:33:48,S
2017-11-10 22:36:33,S
2017-11-10 23:20:27,S
2017-11-11 17:17:52,S
2017-11-11 19:26:49,S
2017-11-11 21:47:07,S
2017-11-12 03:47:33,S
2017-11-12 06:44:50,S
2017-11-12 18:24:46,S
2017-11-15 20:17:35,S
2017-11-16 00:43:08,S
2017-11-16 00:45:10,S
2017-11-16 01:32:56,R
2017-11-16 19:48:24,S
2017-11-17 08:07:16,S
2017-11-17 08:08:00,S
2017-11-17 12:07:57,S
2017-11-17 12:10:33,R
2017-11-17 21:44:15,S
2017-11-18 22:13:05,S
2017-11-19 01:32:59,S
2017-11-19 01:34:08,S
2017-11-19 12:38:34,S
2017-11-19 21:29:40,S
2017-11-20 08:04:19,S
2017-11-20 22:55:44,S
2017-11-21 00:30:54,S
2017-11-21 06:27:13,S
2017-11-21 08:05:52,S
2017-11-21 09:22:50,S
2017-11-21 10:00:31,S
2017-11-21 12:33:49,S
2017-11-21 15:06:04,S
2017-11-21 20:15:52,S
2017-11-21 23:42:52,S
2017-11-22 01:29:49,S
2017-11-22 09:20:01,S
2017-11-22 10:16:51,S
2017-11-22 11:37:37,S
2017-11-22 14:23:29,S
2017-11-23 00:12:26,S
2017-11-24 23:14:21,S
2017-11-24 23:47:16,S
2017-11-25 02:59:43,S
2017-11-25 03:00:10,S
2017-11-25 03:45:53,S
2017-11-25 04:43:03,S
2017-11-25 04:44:03,S
2017-11-25 04:52:01,S
2017-11-25 09:19:48,S
2017-11-25 11:43:01,R
2017-11-25 15:38:29,S
2017-11-25 21:14:09,S
2017-11-26 16:28:25,S
2017-11-26 18:46:30,R
2017-11-27 01:35:47,S
2017-11-27 02:33:19,S
2017-11-27 04:58:28,S
2017-11-27 04:59:11,S
2017-11-27 07:29:27,S
2017-11-28 06:23:25,S
2017-11-28 10:00:59,S
2017-11-29 02:28:26,S
2017-11-29 06:44:50,S
2017-11-29 11:02:49,S
2017-11-30 03:01:05,S
2017-11-30 10:34:04,S
2017-11-30 20:46:08,S
2017-11-30 23:42:58,S
2017-12-01 04:25:05,S
2017-12-01 09:45:42,S
2017-12-01 10:32:43,R
2017-12-01 10:57:04,S
2017-12-01 11:01:23,S
2017-12-01 12:40:34,S
2017-12-01 14:07:16,R
2017-12-01 14:14:02,S
2017-12-01 14:15:03,S
2017-12-01 16:05:07,S
2017-12-01 19:49:39,S
2017-12-01 20:02:58,S
2017-12-01 20:16:21,S
2017-12-02 05:06:19,S
2017-12-03 22:33:25,R
2017-12-04 04:12:37,S
2017-12-04 18:49:18,R
2017-12-04 23:49:50,R
2017-12-05 09:03:41,R
2017-12-05 15:22:27,S
2017-12-06 01:02:06,S
2017-12-06 09:48:49,S
2017-12-07 09:44:16,S
2017-12-08 22:10:47,S
2017-12-08 22:30:58,S
2017-12-09 00:06:07,S
2017-12-09 15:06:18,S
2017-12-10 12:27:11,S
2017-12-10 15:20:25,S
2017-12-10 23:55:50,R
2017-12-12 00:21:51,S
2017-12-12 22:28:36,S
2017-12-13 00:15:51,S
2017-12-13 15:44:39,R
2017-12-14 01:27:02,S
2017-12-14 15:05:32,S
2017-12-14 17:50:27,S
2017-12-15 13:04:03,S
2017-12-16 21:49:48,S
2017-12-17 22:41:31,S
2017-12-18 08:01:09,S
2017-12-18 10:56:28,S
2017-12-19 01:56:48,S
2017-12-19 07:52:02,S
2017-12-19 09:11:01,R
2017-12-19 09:45:17,S
2017-12-19 09:51:56,S
2017-12-19 11:50:01,S
2017-12-20 10:56:23,S
2017-12-21 08:54:40,S
2017-12-22 05:12:03,S
2017-12-24 03:14:44,S
2017-12-25 02:56:01,S
2017-12-25 09:17:44,R
2017-12-26 04:38:31,S
2017-12-26 08:09:38,S
2017-12-26 10:13:29,S
2017-12-26 15:00:29,S
2017-12-28 11:58:08,S
2017-12-28 23:27:04,S
2017-12-29 15:54:46,R
2017-12-29 17:17:56,S
2017-12-29 17:54:20,R
2017-12-29 17:57:02,S
2017-12-30 13:29:03,S
2017-12-30 23:41:10,S
2017-12-31 03:52:44,S
2017-12-31 05:55:26,S
2017-12-31 10:11:35,R
2017-12-31 10:23:01,R
2018-01-01 01:17:49,S
2018-01-01 06:38:49,S
2018-01-01 07:26:59,S
2018-01-01 07:41:05,S
2018-01-01 09:41:03,R
2018-01-01 16:22:49,S
2018-01-01 16:24:27,S
2018-01-01 16:26:32,S
2018-01-01 17:53:42,S
2018-01-02 11:16:36,S
2018-01-02 15:13:15,S
2018-01-02 21:01:51,S
2018-01-03 01:24:07,S
2018-01-03 04:59:34,S
2018-01-03 05:06:13,S
2018-01-04 04:59:48,S
2018-01-04 08:37:24,S
2018-01-04 08:50:07,S
2018-01-04 09:32:16,S
2018-01-04 09:50:49,S
2018-01-04 10:48:42,S
2018-01-04 12:15:08,S
2018-01-04 15:17:58,S
2018-01-06 00:54:47,S
2018-01-07 01:27:29,R
2018-01-07 06:07:40,R
2018-01-07 13:23:08,S
2018-01-07 17:12:30,S
2018-01-07 21:37:28,S
2018-01-08 02:30:15,S
2018-01-08 02:39:48,S
2018-01-08 12:20:47,S
2018-01-08 14:15:30,S
2018-01-08 14:16:19,S
2018-01-09 07:18:29,S
2018-01-09 07:58:39,S
2018-01-10 02:41:23,S
2018-01-10 05:48:02,S
2018-01-10 15:32:47,S
2018-01-10 15:36:42,S
2018-01-10 15:37:40,S
2018-01-10 15:46:33,S
2018-01-11 01:12:23,R
2018-01-11 01:15:40,S
2018-01-11 02:35:16,S
2018-01-11 04:59:02,S
2018-01-11 07:06:00,S
2018-01-11 22:46:24,S
2018-01-11 23:17:06,S
2018-01-12 00:29:10,S
2018-01-12 00:32:01,S
2018-01-12 00:50:52,S
2018-01-12 01:21:42,S
2018-01-12 05:48:46,S
2018-01-12 05:51:45,S
2018-01-12 18:39:37,S
2018-01-13 22:39:19,S
2018-01-14 09:27:53,S
2018-01-14 21:55:51,S
2018-01-14 22:57:45,S
2018-01-15 09:01:23,S
2018-01-16 00:36:59,S
2018-01-16 11:49:25,S
2018-01-16 13:05:25,S
2018-01-16 16:16:42,S
2018-01-17 08:00:02,S
2018-01-17 10:23:46,S
2018-01-17 19:08:16,S
2018-01-18 04:18:19,S
2018-01-18 08:45:37,S
2018-01-19 08:56:24,S
2018-01-19 10:26:21,R
2018-01-19 14:43:34,R
2018-01-19 17:41:03,S
2018-01-19 22:24:26,R
2018-01-20 08:07:30,S
2018-01-20 14:27:21,S
2018-01-24 23:56:22,S
2018-01-26 04:54:50,S
2018-01-27 06:26:40,S
2018-01-27 08:56:21,R
2018-01-28 13:27:27,S
2018-01-29 08:25:28,R
2018-01-29 09:32:06,S
2018-01-29 12:58:42,S
2018-01-30 09:37:06,S
2018-01-31 04:53:38,S
2018-01-31 07:15:24,S
2018-01-31 09:09:15,S
2018-01-31 21:17:48,S
2018-01-31 21:28:11,S
2018-01-31 23:14:14,R
2018-01-31 23:21:07,S
2018-01-31 23:29:13,R
2018-02-01 00:16:10,S
2018-02-01 08:13:39,S
2018-02-01 21:49:59,S
2018-02-02 10:47:23,S
2018-02-03 12:55:09,S
2018-02-04 09:42:23,S
2018-02-05 03:42:37,S
2018-02-05 03:43:32,S
2018-02-05 03:46:09,S
2018-02-05 23:01:45,S
2018-02-06 09:45:10,S
2018-02-07 18:47:25,S
2018-02-08 08:56:15,S
2018-02-08 09:19:27,S
2018-02-08 19:06:49,S
2018-02-08 19:08:03,S
2018-02-08 22:16:50,S
2018-02-09 10:33:21,S
2018-02-09 10:38:59,S
2018-02-11 02:27:29,S
2018-02-11 15:29:41,S
2018-02-12 03:09:41,S
2018-02-12 03:32:18,S
2018-02-12 04:26:36,S
2018-02-12 05:03:36,S
2018-02-12 21:56:07,S
2018-02-13 16:24:03,S
2018-02-13 20:53:23,S
2018-02-14 23:38:53,S
2018-02-15 08:54:31,S
2018-02-15 11:20:50,S
2018-02-15 13:27:41,S
2018-02-15 21:52:25,S
2018-02-16 07:50:29,S
2018-02-16 09:50:57,S
2018-02-16 10:28:16,S
2018-02-16 12:49:09,R
2018-02-16 12:53:56,S
2018-02-16 17:24:15,R
2018-02-16 20:51:54,S
2018-02-16 22:10:14,S
2018-02-16 23:12:29,S
2018-02-16 23:19:02,S
2018-02-16 23:55:44,R
2018-02-17 00:52:15,S
2018-02-17 01:15:35,S
2018-02-17 01:26:15,S
2018-02-17 04:31:08,S
2018-02-17 14:33:16,S
2018-02-17 21:12:22,S
2018-02-17 23:05:57,S
2018-02-18 04:32:26,S
2018-02-18 04:47:52,R
2018-02-18 21:33:02,S
2018-02-19 10:23:22,R
2018-02-22 04:34:19,S
2018-02-22 06:24:58,S
2018-02-23 09:23:23,S
2018-02-23 13:25:44,S
2018-02-23 17:12:42,S
2018-02-24 16:05:51,S
2018-02-24 18:40:41,S
2018-02-24 19:42:28,S
2018-02-25 05:04:17,S
2018-02-25 06:15:38,S
2018-02-25 06:28:13,S
2018-02-25 08:17:46,S
2018-02-25 15:54:21,S
2018-02-27 03:06:40,S
2018-02-27 10:01:48,S
2018-02-27 10:07:30,R
2018-03-01 01:42:04,S
2018-03-01 01:55:35,R
2018-03-01 02:36:13,R
2018-03-01 02:53:56,S
2018-03-01 05:23:52,S
2018-03-01 05:47:56,R
2018-03-01 07:01:19,S
2018-03-01 08:53:34,S
2018-03-01 10:38:30,S
2018-03-01 10:40:16,S
2018-03-01 10:42:27,S
2018-03-01 10:58:54,S
2018-03-01 16:27:45,R
2018-03-01 20:03:44,R
2018-03-02 02:15:56,S
2018-03-02 02:24:23,S
2018-03-02 05:15:43,S
2018-03-02 16:36:02,S
2018-03-02 17:42:05,S
2018-03-03 17:18:18,S
2018-03-04 14:37:53,R
2018-03-04 23:15:06,R
2018-03-05 01:28:19,S
2018-03-05 08:43:38,S
2018-03-05 09:27:12,S
2018-03-05 21:51:49,R
2018-03-06 00:20:46,S
2018-03-06 03:43:04,S
2018-03-06 09:12:13,S
2018-03-07 02:27:00,R
2018-03-07 10:26:12,S
2018-03-07 15:09:00,S
2018-03-07 20:17:20,R
2018-03-08 08:29:40,S
2018-03-08 10:50:35,S
2018-03-09 00:23:41,S
2018-03-09 08:31:08,S
2018-03-10 03:15:39,S
2018-03-10 15:19:09,R
2018-03-11 23:30:07,S
2018-03-12 01:23:03,S
2018-03-12 06:33:53,S
2018-03-12 15:08:00,S
2018-03-12 19:17:38,R
2018-03-13 07:35:42,S
2018-03-15 03:17:25,S
2018-03-15 15:05:12,R
2018-03-15 15:43:04,S
2018-03-16 10:23:59,S
2018-03-16 14:37:15,S
2018-03-17 09:08:50,S
2018-03-17 15:41:03,S
2018-03-17 17:15:57,S
2018-03-18 07:05:04,S
2018-03-18 10:32:59,S
2018-03-19 02:56:03,S
2018-03-19 06:02:08,S
2018-03-19 08:20:01,R
2018-03-20 10:18:55,R
2018-03-21 08:58:41,S
2018-03-22 23:15:45,S
2018-03-25 10:39:26,S
2018-03-27 09:41:14,S
2018-03-27 13:30:11,S
2018-03-27 22:37:13,S
2018-03-28 01:43:06,R
2018-03-28 02:50:15,S
2018-03-30 05:42:47,S
2018-03-30 05:43:10,S
2018-03-30 16:59:16,S
2018-03-31 01:20:20,S
2018-03-31 07:43:06,S
2018-03-31 19:18:48,S
2018-04-01 13:09:01,S
2018-04-01 14:29:39,S
2018-04-02 00:56:28,S
2018-04-02 13:30:34,S
2018-04-02 19:28:11,S
2018-04-03 08:21:44,S
2018-04-04 11:22:36,S
2018-04-05 10:02:51,S
2018-04-05 19:29:46,S
2018-04-05 20:36:06,R
2018-04-05 23:30:15,S
2018-04-06 04:22:19,S
2018-04-06 08:32:49,S
2018-04-06 09:16:40,S
2018-04-06 10:05:10,S
2018-04-06 15:08:54,S
2018-04-06 20:31:06,S
2018-04-08 05:26:34,S
2018-04-08 14:31:56,S
2018-04-08 21:50:46,S
2018-04-10 00:37:50,S
2018-04-10 01:46:16,S
2018-04-10 03:12:57,S
2018-04-10 12:09:15,S
2018-04-10 18:22:06,S
2018-04-11 00:52:51,S
2018-04-11 09:25:43,R
2018-04-12 02:24:56,R
2018-04-12 06:33:36,S
2018-04-12 08:41:52,S
2018-04-12 08:54:48,S
2018-04-12 20:10:59,S
2018-04-12 23:34:53,S
2018-04-13 02:22:27,S
2018-04-15 04:23:04,S
2018-04-15 14:10:01,R
2018-04-16 23:42:29,S
2018-04-16 23:58:28,S
2018-04-17 09:36:11,S
2018-04-18 01:30:11,S
2018-04-18 12:18:33,S
2018-04-18 20:18:46,S
2018-04-18 21:41:25,S
2018-04-19 09:22:47,S
2018-04-21 03:02:40,S
2018-04-23 11:10:39,S
2018-04-24 09:30:58,S
2018-04-24 09:37:23,S
2018-04-24 23:36:44,S
2018-04-25 21:56:59,S
2018-04-26 21:37:02,S
2018-04-27 06:53:37,S
2018-04-27 07:10:38,S
2018-04-27 11:29:30,S
2018-04-28 07:15:40,R
2018-04-29 14:41:15,R
2018-04-29 15:42:56,S
2018-04-30 02:11:57,S
2018-04-30 15:47:47,S
2018-05-01 05:18:07,S
2018-05-03 09:10:22,S
2018-05-04 21:37:24,S
2018-05-05 22:36:21,S
2018-05-06 22:03:11,S
2018-05-07 18:08:58,S
2018-05-07 21:50:57,S
2018-05-08 01:20:39,S
2018-05-08 02:57:09,S
2018-05-08 03:37:11,S
2018-05-08 03:49:28,S
2018-05-08 04:43:49,S
2018-05-08 06:15:29,S
2018-05-08 08:10:27,S
2018-05-09 03:11:02,S
2018-05-09 21:49:23,S
2018-05-10 07:48:18,S
2018-05-10 16:06:26,S
2018-05-11 23:30:16,S
2018-05-13 15:34:23,S
2018-05-14 00:46:44,S
2018-05-14 07:51:02,S
2018-05-15 00:20:12,S
2018-05-15 03:49:47,S
2018-05-15 07:40:51,S
2018-05-15 15:30:48,R
2018-05-16 08:42:38,S
2018-05-16 09:33:06,R
2018-05-17 10:15:31,S
2018-05-17 11:44:56,S
2018-05-19 16:42:07,S
2018-05-19 20:07:04,S
2018-05-21 05:11:45,S
2018-05-21 15:15:30,S
2018-05-21 19:30:06,S
2018-05-21 21:06:48,S
2018-05-22 03:37:01,S
2018-05-22 09:54:00,S
2018-05-22 16:58:55,S
2018-05-22 17:00:27,S
2018-05-22 23:46:26,S
2018-05-23 06:32:25,R
2018-05-23 07:09:50,S
2018-05-23 13:34:57,S
2018-05-23 19:18:50,S
2018-05-24 09:53:45,R
2018-05-25 09:28:45,S
2018-05-28 12:45:11,S
2018-05-28 13:29:12,S
2018-05-29 09:57:04,S
2018-05-29 13:08:05,S
2018-05-30 02:52:16,R
2018-05-30 20:54:16,S
2018-06-02 21:41:01,S
2018-06-03 01:47:42,S
2018-06-03 18:30:01,S
2018-06-04 12:42:14,S
2018-06-04 16:54:01,S
2018-06-04 17:10:28,S
2018-06-05 00:33:23,S
2018-06-08 09:14:52,R
2018-06-09 22:16:38,S
2018-06-09 22:18:14,S
2018-06-10 11:47:13,S
2018-06-10 14:53:43,S
2018-06-12 09:38:10,S
2018-06-13 09:39:20,S
2018-06-13 09:39:48,R
2018-06-14 09:53:43,S
2018-06-14 09:57:27,R
2018-06-15 21:16:34,S
2018-06-16 00:59:55,S
2018-06-16 02:00:28,S
2018-06-16 06:44:57,R
2018-06-16 07:18:31,S
2018-06-16 10:13:51,S
2018-06-16 19:56:11,S
2018-06-16 20:55:49,S
2018-06-17 12:16:43,S
2018-06-18 23:47:05,S
2018-06-19 00:10:30,S
2018-06-19 02:40:10,S
2018-06-19 13:01:00,S
2018-06-19 21:59:50,S
2018-06-20 22:04:29,R
2018-06-22 08:27:20,S
2018-06-22 19:15:10,S
2018-06-22 19:21:41,R
2018-06-22 20:31:33,S
2018-06-22 23:25:28,S
2018-06-25 02:17:42,S
2018-06-26 09:10:24,S
2018-06-26 09:12:00,S
2018-06-26 09:47:48,S
2018-06-26 12:27:44,S
2018-06-28 10:05:33,S
2018-06-29 07:47:42,S
2018-07-01 07:33:14,S
2018-07-02 07:51:36,S
2018-07-03 06:50:05,S
2018-07-03 06:58:56,S
2018-07-04 09:03:42,S
2018-07-05 12:03:35,S
2018-07-05 12:09:25,S
2018-07-05 12:38:52,S
2018-07-05 14:51:40,R
